commande_id,client_id,produit_id,date_commande,quantite,remise_pct,canal_vente,mode_paiement,statut_commande,note_client,commentaire_client,created_at,updated_at,devise,prix_unitaire_commande
CMD00567,C0152,P029,2025-12-18,1,20.0,Boutique,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.41
CMD00521,C0158,P075,2025-06-16,2,20.0,Application,Carte cadeau,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.71
CMD00065,C0073,P059,2026-03-27,2,10.0,Application,Carte cadeau,Livrée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,56.64
CMD00133,C0105,P035,2025-05-05,1,15.0,Application,PayPal,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.08
CMD00958,C0134,P055,2025-06-18,6,10.0,Application,Carte bancaire,Livrée,4.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,66.64
CMD00613,C0122,P053,2025-07-16,2,,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,25.5
CMD00708,C0134,P058,2025-06-09,8,20.0,Site web, carte bancaire ,Retournée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,110.96
CMD00082,C0125,P031,2025-12-23,2,15.0,Application,PayPal,Annulée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00276,C0114,P022,2026-03-09,4,0.0,Marketplace,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,7.85
CMD00639,C0128,P027,2025-04-29,4,0.0,Marketplace,Virement,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.8
CMD00116,C0077,P071,2025-02-06,5,30.0,Site web,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.15
CMD00192,C0026,P017,2025-04-22,1,,Marketplace,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.24
CMD00813,C0020,P004,2025-06-05,8,5.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.18
CMD00951,C0139,P053,2025-06-29,2,10.0,Site web,Virement,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,24.59
CMD01006,C0111,P025,2025-06-27,5,20.0,Application,Carte bancaire,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.47
CMD00805,C0119,P044,2025-08-13,2,0.0,Site web,PayPal,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,110.0
CMD00318,C0093,P012,2025-09-14,2,,Application,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,79.96
CMD00501,C0157,P016,2025-09-14,1,5.0,Site web,Carte bancaire,En cours,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,107.09
CMD00260,C0099,P028,2025-02-17,2,5.0,Application,PayPal,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,224.78
CMD00667,C0115,P038,2025-10-26,1,0.0,Marketplace,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.02
CMD00183,C0044,P067,2025-04-07,2,0.0,Site web,Carte cadeau,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,70.0
CMD00698,C0111,P033,2025-03-14,4,0.0,Site web,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,86.73
CMD00832,C0083,P036,2025-01-10,2,20.0,Site web,Carte bancaire,Retournée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.1
CMD00596,C0048,P056,2026-01-06,2,10.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.55
CMD00587,C0122,P068,2026-03-20,2,0.0,Site web,Carte bancaire,En cours,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00937,C0021,P016,2025-02-22,1,10.0,Boutique,Carte bancaire,Livrée,,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,116.68
CMD00553,C0074,P044,2025-06-08,2,,Site web,Carte bancaire,Livrée,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,111.07
CMD00723,C0075,P021,2025-11-30,35,10.0,Application,Carte bancaire,Livrée,5.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,73.55
CMD00007,C0155,P053,2025-10-29,1,15.0,Marketplace,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,25.99
CMD00893,C0081,P026,2025-09-25,1,5.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,117.0
CMD00818,C0010,P019,2025-07-22,1,5.0,Web,Carte bancaire,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,129.68
CMD00422,C0114,P021,2025-12-20,1,5.0,Site web,Carte bancaire,Livrée,2.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,85.44
CMD00697,C0064,P048,2025-11-08,1,10.0,Application,Carte cadeau,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,68.95
CMD00041,C0013,P021,2026-01-07,4,25.0,Site web,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,79.48
CMD00333,C0132,P070,2025-05-26,1,20.0,Site web,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,146.55
CMD00789,C0125,P033,2025-10-11,3,0.0,Site web,Carte bancaire,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.33
CMD00309,C0006,P007,2025-05-13,2,25.0,Marketplace,PayPal,Livrée,3.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.79
CMD00358,C0143,P011,2025-10-14,3,10.0,Site web,Carte bancaire,En cours,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.48
CMD00018,C0037,P002,2025-05-20,1,15.0,Application,Virement,Livrée,5.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.64
CMD00939,C0086,P075,2025-08-04,1,0.0,Marketplace,Carte bancaire,Livrée,4.0,nan,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.83
CMD00226,C0129,P001,2026-02-04,2,10.0,Application,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,135.53
CMD00886,C0038,P052,2025-09-17,1,0.0,Application,Carte cadeau,En cours,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.17
CMD00301,C0087,P068,2026-01-04,3,10.0,Site web,Carte bancaire,Retournée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00699,C0072,P013,2026-02-03,2,5.0,Application,Carte cadeau,Retournée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,95.65
CMD00607,C0111,P032,2025-10-18,1,20.0,Site web,Carte bancaire,En cours,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,94.7
CMD00620,C0072,P033,2025-03-10,4,5.0,Site web,Carte bancaire,En cours,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.4
CMD01023,C0090,P017,2025-04-26,1,0.0,Site web,Virement,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.19
CMD01049,C0109,P017,2025-03-16,1,0.0,Site web,Carte bancaire,Livrée,1.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.22
CMD00474,C0113,P009,2025-10-27,1,0.0,Site web,Virement,Livrée,3.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.69
CMD00991,C0018,P069,2026-02-19,1,0.0,Site web,Carte cadeau,Annulée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.21
CMD00782,C0102,P060,2025-08-28,3,10.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.26
CMD00500,C0140,P038,2025-07-12,1,0.0,Application,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,71.69
CMD00944,C0041,P027,2025-10-06,2,15.0,Marketplace,Carte bancaire,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,84.16
CMD00019,C0145,P038,2025-03-26,1,5.0,Marketplace,PayPal,Retournée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,67.57
CMD00545,C0147,P038,2025-04-04,8,20.0,Site web,PayPal,Retournée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,67.58
CMD01046,C0127,P037,2025-08-02,2,15.0,Site web,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.66
CMD00539,C0105,P060,2025-09-12,5,5.0,Site web,PayPal,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.57
CMD00033,C0049,P047,2025-10-10,5,20.0,Marketplace,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.48
CMD00054,C0073,P017,2025-01-13,5,5.0,Site web,PayPal,Livrée,5.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,19.65
CMD00215,C0144,P038,2025-12-07,4,10.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,76.06
CMD01021,C0081,P046,2025-01-29,1,15.0,Site web,PayPal,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.02
CMD00643,C0133,P040,2026-02-19,1,5.0,Site web,PayPal,Livrée,1.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,40.2
CMD00778,C0146,P001,2025-12-24,3,5.0,Site web,Virement,Livrée,,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,135.97
CMD00237,C0149,P033,2025-09-17,2,0.0,Marketplace,PayPal,Livrée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,77.36
CMD00295,C0119,P054,2025-04-15,1,25.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.3
CMD00913,C0042,P051,2025-11-21,5,0.0,Application,PayPal,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,64.63
CMD00629,C0049,P036,2025-09-08,5,0.0,Application,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.29
CMD00975,C0029,P037,2026-02-26,6,0.0,Site web,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.85
CMD00079,C0017,P035,2026-03-17,1,5.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,-10.17
CMD00582,C0040,P030,2025-10-31,1,0.0,Application,PayPal,Livrée,3.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.19
CMD00615,C0123,P057,2026-03-27,1,10.0,Marketplace,Carte bancaire,Annulée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.23
CMD00043,C0160,P075,2026-02-18,1,30.0,Application,PayPal,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.5
CMD00357,C0048,P066,2025-05-18,3,5.0,Application,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,47.56
CMD00016,C0008,P026,2025-08-24,2,0.0,Application,PayPal,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,127.56
CMD00308,C0157,P004,2025-06-04,1,10.0,Marketplace,Carte bancaire,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.0
CMD00637,C0140,P024,2025-04-15,1,0.0,Boutique,Virement,Retournée,3.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,84.99
CMD00028,C0082,P009,2025-07-26,4,10.0,Site web,Carte bancaire,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.4
CMD00302,C0073,P063,2025-01-04,3,0.0,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,20.55
CMD00564,C0140,P050,2025-04-05,1,20.0,Site web,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.04
CMD00494,C0048,P008,2025-09-08,2,10.0,Site web,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.72
CMD01019,C0076,P027,2026-01-14,2,10.0,Application,Carte bancaire,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,80.62
CMD00026,C0014,P028,2026-01-06,5,,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,235.41
CMD00965,C0131,P016,2025-11-19,1,15.0,Application,Virement,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,113.62
CMD00571,C0078,P023,2025-06-17,1,0.0,Application,virement,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.52
CMD00978,C0025,P073,2025-09-22,2,30.0,Application,Carte bancaire,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.29
CMD00031,C0013,P046,2025-08-23,1,5.0,Marketplace,Carte bancaire,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.45
CMD00479,C0102,P070,2025-02-02,8,0.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,144.6
CMD00527,C0108,P030,2025-05-13,1,5.0,Marketplace,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.58
CMD00862,C0042,P054,2025-01-21,1,0.0,Site web,Carte bancaire,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.05
CMD00496,C0028,P030,2025-07-19,2,15.0,Site web,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.35
CMD00767,C0010,P053,2026-03-03,4,10.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,24.42
CMD00516,C0160,P023,2025-03-16,4,0.0,Site web,PayPal,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,31.66
CMD00267,C0155,P051,2025-08-22,1,10.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,63.56
CMD00135,C0113,P069,2026-03-13,5,0.0,Application,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,34.24
CMD00106,C0032,P007,2025-06-10,1,,Marketplace,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.91
CMD00008,C0142,P005,2026-12-21,2,15.0,Site web,Virement,Livrée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.11
CMD00513,C0027,P054,2025-07-20,2,5.0,Site web,Carte bancaire,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.26
CMD00126,C0044,P072,2025-01-25,1,0.0,Application,Carte bancaire,Livrée,4.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,22.01
CMD00959,C0139,P050,2025-05-02,1,0.0,Marketplace,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.61
CMD00284,C0112,P018,2025-11-16,3,5.0,Site web,PayPal,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,93.09
CMD00374,C0160,P047,2025-03-08,8,0.0,Site web,PayPal,Livrée,,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,36.45
CMD00866,C0093,P021,2025-03-29,2,0.0,Application,PayPal,Livrée,2.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,79.43
CMD00692,C0019,P048,2025-04-27,2,0.0,Site web,Carte bancaire,Livrée,,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,74.86
CMD00846,C0054,P073,2026-03-24,1,0.0,Application,Carte bancaire,En cours,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.71
CMD00200,C0027,P063,2025-09-13,1,0.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,21.93
CMD00851,C0131,P042,2025-05-24,2,0.0,Boutique,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,37.23
CMD00120,C0024,P011,2025-08-21,10,15.0,Site web,Virement,Livrée,2.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,46.18
CMD00081,C0105,P004,2025-12-30,1,10.0,Site web,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,50.37
CMD00682,C0067,P063,2025-09-03,2,15.0,Application,Carte bancaire,Livrée,3.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,22.51
CMD00633,C0105,P019,2025-02-12,1,0.0,Site web,Virement,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,132.07
CMD00212,C0129,P005,2025-01-23,2,5.0,Application,Virement,Retournée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.43
CMD00715,C0058,P050,2025-08-03,1,5.0,Site web,Carte bancaire,Livrée,4.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.46
CMD00570,C0076,P004,2025-08-24,1,10.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,52.05
CMD00306,C0133,P033,2025-05-21,1,,Application,CB,Livrée,,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,82.63
CMD00859,C0109,P070,2025-02-07,5,0.0,Site web,Carte bancaire,Livrée,3.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,142.99
CMD00685,C0049,P038,2025-08-22,2,0.0,Boutique,PayPal,Livrée,1.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,70.96
CMD00825,C0038,P016,2025-07-31,2,,Site web,PayPal,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,116.8
CMD01020,C0055,P054,2025-07-29,1,15.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.05
CMD00259,C0143,P024,2025-08-14,8,15.0,Application,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,65.3
CMD00272,C0117,P070,2025-01-03,2,10.0,Application,Carte bancaire,Annulée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,147.15
CMD00887,C0024,P040,2025-11-06,1,10.0,Site web,Carte bancaire,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.1
CMD00102,C0036,P040,2025-07-06,5,15.0,Boutique,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.68
CMD00617,C0139,P056,2025-12-05,2,10.0,Site web,Carte bancaire,En cours,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.67
CMD00502,C0061,P054,2025-09-26,10,,Application,Carte bancaire,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00577,C0062,P062,2026-03-11,2,10.0,Application,PayPal,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,106.19
CMD00599,C0021,P070,2025-03-24,3,25.0,Site web,Carte bancaire,Livrée,2.0,Déçu,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,130.37
CMD00848,C0145,P061,2025-07-16,1,0.0,Site web,PayPal,En cours,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,16.56
CMD00952,C0007,P047,2025-09-04,3,0.0,Application,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,33.22
CMD00806,C0104,P022,2025-03-21,1,15.0,Application,Virement,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,8.24
CMD00300,C0157,P048,2026-01-21,2,0.0,Marketplace,PayPal,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,69.39
CMD00684,C0114,P061,2025-10-06,2,0.0,Site web,PayPal,Retournée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,17.44
CMD00880,C0090,P049,2025-11-29,2,10.0,Site web,Carte bancaire,Livrée,3.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,28.59
CMD00175,C0126,P043,2025-06-18,2,5.0,Marketplace,Carte bancaire,Retournée,1.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,0.0
CMD00517,C0150,P040,2025-04-26,2,15.0,Application,Carte bancaire,Livrée,1.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,41.03
CMD00957,C0109,P009,2025-05-12,3,,Application,VIREMENT,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,40.73
CMD00400,C0087,P055,2025-06-07,3,5.0,Application,Carte bancaire,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,59.94
CMD00917,C0054,P075,2025-12-30,2,15.0,Site web,Carte bancaire,Livrée,5.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.76
CMD00788,C0084,P059,2025-02-15,3,5.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.41
CMD00873,C0079,P008,2025-08-24,1,0.0,Site web,Carte bancaire,Retournée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,30.91
CMD00810,C0087,P064,2025-04-20,2,5.0,Site web,Carte cadeau,Livrée,5.0,Emballage léger,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,29.55
CMD00375,C0113,P047,2025-07-10,1,10.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,35.3
CMD01016,C0144,P045,2025-10-29,8,10.0,Site web,Carte bancaire,Livrée,4.0,Bon rapport qualité prix,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,51.6
CMD00663,C0066,P004,2025-11-09,2,20.0,Marketplace,Carte bancaire,Livrée,4.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,54.02
CMD00543,C0064,P008,2026-02-23,1,10.0,Site web,Carte bancaire,Livrée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,32.85
CMD00371,C8888,P075,2025-09-04,1,0.0,Site web,Carte bancaire,Livrée,2.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,49.64
CMD00186,C0076,P059,2025-09-12,1,10.0,Site web,Carte bancaire,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.56
CMD01007,C0101,P007,2026-03-08,1,0.0,Application,PayPal,Annulée,4.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.14
CMD00835,C0035,P020,2025-12-07,8,10.0,Marketplace,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,48.58
CMD00597,C0145,P073,2025-10-04,2,15.0,Site web,Carte bancaire,Retournée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,53.23
CMD00816,C0009,P009,2025-08-13,2,0.0,Site web,Carte cadeau,Livrée,4.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,44.96
CMD00594,C0151,P020,2026-01-18,5,0.0,Marketplace,Carte bancaire,Livrée,2.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,55.9
CMD00417,C0002,P024,2025-11-24,1,25.0,Marketplace,Carte bancaire,Livrée,3.0,Retard livraison,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,84.7
CMD00890,C0160,P055,2025-09-06,2,0.0,Application,Virement,En cours,,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,58.11
CMD00924,C0160,P052,2025-04-10,4,0.0,Site web,Carte bancaire,Livrée,4.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,75.99
CMD00390,C0003,P032,2026-01-24,3,10.0,Site web,PayPal,Livrée,5.0,Livraison rapide,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,96.54
CMD00933,C0103,P011,2025-07-29,1,0.0,Site web,PayPal,Livrée,3.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,42.22
CMD00397,C0134,P029,2025-10-06,2,0.0,Site web,Carte bancaire,Livrée,5.0,Produit conforme,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.42
CMD00792,C0036,P050,2025-08-20,4,15.0,Site web,PayPal,Livrée,5.0,RAS,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,43.36
CMD00562,C0154,P054,2025-06-01,1,0.0,Application,Virement,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,38.1
CMD00755,C0159,P050,2025-11-30,3,10.0,Marketplace,Carte bancaire,Livrée,5.0,Produit abîmé,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,39.47
CMD00369,C0093,P016,2025-10-02,1,10.0,Site web,Carte bancaire,Livrée,5.0,Très satisfait,2026-01-05 09:00:00,2026-01-05 09:00:00,EUR,103.55
